Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,month,year,day,is_quarter_end,target,Open-Close,Low-High,7_day_MA,RSI,MACD,MACD_signal,MACD_hist,Volume_change
2014-04-02,942.6,945.0,962.0,938.1,955.95,958.2,955.12,6121499,584677376550000.0,96616.0,3065161.0,0.5007,4,2014,2,0,0,-13.200000000000045,-23.899999999999977,916.9928571428571,73.71066294022704,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.712221202848528
2014-04-03,958.2,956.8,962.95,940.4,951.5,952.65,951.03,6069088,577185787800000.0,79015.0,3105015.0,0.5115999999999999,4,2014,3,0,0,4.149999999999977,-22.550000000000068,927.4714285714286,71.13638938002235,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.008561791809489794
2014-04-04,952.65,952.0,953.25,941.55,944.25,944.25,945.66,2860462,270503542910000.0,73252.0,1706164.0,0.5965,4,2014,4,0,0,7.75,-11.700000000000045,935.0500000000001,67.3051134936735,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.5286833870261891
2014-04-07,944.25,944.0,954.95,934.35,941.0,944.15,942.57,2949923,278050837780000.03,69335.0,1679384.0,0.5693,4,2014,7,0,1,-0.14999999999997726,-20.600000000000023,941.25,67.25867209466988,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.03127501781180797
2014-04-09,944.15,950.0,966.7,947.15,966.6,962.15,954.44,3071917,293195518810000.0,116088.0,2075926.0,0.6758,4,2014,9,0,1,-12.149999999999977,-19.550000000000068,947.8214285714286,71.12137207057603,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.041354977740097
2014-04-10,962.15,964.7,973.9,962.2,968.95,969.05,968.44,2434297,235747731780000.03,79645.0,1387548.0,0.5700000000000001,4,2014,10,0,0,-4.349999999999909,-11.699999999999932,953.2928571428572,72.46253021185461,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.20756420176717016
2014-04-11,969.05,962.3,971.05,950.6,951.25,953.75,958.39,2672508,256129769765000.0,78289.0,1672944.0,0.626,4,2014,11,0,0,8.549999999999955,-20.449999999999932,954.8857142857142,65.22868694816508,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.09785617777945754
2014-04-15,953.75,950.0,954.0,936.6,945.8,949.1,944.92,2117715,200106722515000.0,58753.0,1296856.0,0.6124,4,2014,15,0,0,0.8999999999999773,-17.399999999999977,953.5857142857143,63.164841295423294,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.20759264331481886
2014-04-16,949.1,946.5,959.0,938.1,941.8,941.3,948.01,2830152,268300647915000.0,64798.0,2037474.0,0.7199,4,2014,16,0,1,5.2000000000000455,-20.899999999999977,951.9642857142857,59.74975977282883,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.33641778992923976
2014-04-17,941.3,945.0,961.8,943.8,961.0,959.1,954.84,1793418,171242399765000.0,54277.0,1113817.0,0.6211,4,2014,17,0,1,-14.100000000000023,-18.0,954.0857142857142,64.47064145258305,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.3663174274738601
2014-04-21,959.1,969.95,969.95,956.1,957.0,959.6,960.85,2701214,259545975085000.0,77933.0,1499011.0,0.5549000000000001,4,2014,21,0,1,10.350000000000023,-13.850000000000023,956.2928571428572,64.59625559023198,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.5061820501411272
2014-04-22,959.6,960.0,988.75,956.1,966.95,967.75,973.54,4418930,430199617625000.0,96518.0,2378915.0,0.5383,4,2014,22,0,0,-7.75,-32.64999999999998,957.0928571428573,66.66507653612322,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.6359051892963683
2014-04-23,967.75,969.0,982.0,964.25,966.8,967.15,970.17,3494693,339045235460000.0,64113.0,2203397.0,0.6305,4,2014,23,0,0,1.8500000000000227,-17.75,956.8214285714286,66.3576488172938,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.20915402597461374
2014-04-25,967.15,968.0,969.0,946.0,946.6,948.25,952.06,3029220,288399566040000.0,121611.0,1921915.0,0.6345000000000001,4,2014,25,0,0,19.75,-23.0,956.0357142857143,57.38111161682596,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.1331942462470952
2014-04-28,948.25,949.8,956.0,941.35,945.65,945.0,949.29,3796899,360437060850000.0,59276.0,3161617.0,0.8327,4,2014,28,0,0,4.7999999999999545,-14.649999999999977,955.4499999999999,55.97879011480915,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.2534246439677541
2014-04-29,945.0,946.05,951.75,938.0,940.5,940.3,942.04,1919298,180805429380000.0,59007.0,1054327.0,0.5493,4,2014,29,0,0,5.75,-13.75,955.3071428571429,53.92631199452176,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.4945090717451267
2014-04-30,940.3,943.9,960.0,929.1,936.1,935.8,944.61,3289582,310737816595000.0,84582.0,1817961.0,0.5526,4,2014,30,0,0,8.100000000000023,-30.899999999999977,951.9785714285715,51.96187030462834,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.7139506215293301
2014-05-02,935.8,940.0,947.4,926.0,928.1,928.1,933.63,2073376,193577046060000.0,62398.0,1297890.0,0.626,5,2014,2,0,1,11.899999999999977,-21.399999999999977,947.4785714285714,48.69321046843533,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.36971445004258896
2014-05-05,928.1,925.0,958.5,925.0,944.4,946.85,946.08,3474292,328695456845000.0,60809.0,1976350.0,0.5688000000000001,5,2014,5,0,1,-21.850000000000023,-33.5,944.4928571428571,55.95834718493444,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.675669053755807
2014-05-06,946.85,947.9,967.0,947.55,965.15,963.35,960.34,2832651,272031205415000.0,54806.0,1620848.0,0.5722,5,2014,6,0,0,-15.450000000000045,-19.450000000000045,943.9499999999999,61.169240608053265,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.18468251948886272
2014-05-07,963.35,960.1,971.4,957.05,958.9,960.85,964.17,2416483,232991107110000.0,49398.0,1217975.0,0.504,5,2014,7,0,0,-0.75,-14.350000000000023,945.75,60.010682304571986,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.14691820489004825
2014-05-08,960.85,963.1,970.1,950.75,962.0,960.3,960.99,2731382,262482006110000.0,54741.0,1833316.0,0.6712,5,2014,8,0,1,2.800000000000068,-19.350000000000023,947.9357142857143,59.74259499749393,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.13031293826606682
2014-05-09,960.3,955.8,999.0,955.8,997.0,997.6,986.41,4217843,416051861960000.0,145066.0,2534620.0,0.6009000000000001,5,2014,9,0,1,-41.80000000000007,-43.200000000000045,956.1214285714286,69.64617027294615,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.5442157120461364
2014-05-12,997.6,994.9,1049.0,994.1,1027.0,1028.7,1028.7,7051280,725367333230000.0,174802.0,4560850.0,0.6468,5,2014,12,0,1,-33.80000000000007,-54.89999999999998,969.3928571428571,75.1380152182083,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.6717739375315772
2014-05-13,1028.7,1040.0,1068.8,1034.5,1061.1,1063.4,1049.33,6140492,644338012680000.0,147434.0,3371765.0,0.5491,5,2014,13,0,0,-23.40000000000009,-34.299999999999955,988.7214285714286,79.5777928570617,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.1291663357574795
2014-05-14,1063.4,1064.0,1068.0,1041.1,1044.9,1045.5,1050.6,4428958,465307831875000.0,99674.0,2929756.0,0.6615000000000001,5,2014,14,0,1,18.5,-26.90000000000009,1002.8142857142857,72.39576892479536,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.27872913115105435
2014-05-15,1045.5,1045.5,1060.0,1039.25,1058.0,1053.4,1049.48,4769324,500530603850000.0,90269.0,3113905.0,0.6529,5,2014,15,0,1,-7.900000000000091,-20.75,1015.6785714285716,73.53116785815622,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.07685013043700128
2014-05-16,1053.4,1090.1,1145.25,1062.1,1075.0,1079.25,1105.14,12031151,1329611710065000.0,257255.0,6936068.0,0.5765,5,2014,16,0,1,10.849999999999909,-83.15000000000009,1032.5928571428572,76.88192286784758,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,1.522611380564625
2014-05-19,1079.25,1091.0,1124.75,1086.9,1115.25,1120.05,1107.68,5439813,602554501830000.0,136549.0,3341005.0,0.6142000000000001,5,2014,19,0,0,-29.049999999999955,-37.84999999999991,1055.4142857142856,80.97551914723289,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.5478559782019193
2014-05-20,1120.05,1127.9,1129.0,1075.7,1080.0,1079.85,1089.48,5145199,560558275530000.0,173348.0,3488764.0,0.6781,5,2014,20,0,0,48.05000000000018,-53.299999999999955,1067.1642857142856,68.16751805241637,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.05415884700448348
2014-05-21,1079.85,1079.85,1102.95,1073.75,1075.0,1078.4,1083.67,5026907,544748680885000.06,150006.0,3260605.0,0.6486,5,2014,21,0,1,1.449999999999818,-29.200000000000045,1074.2642857142857,67.75125144922725,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.022990753127332897
2014-05-22,1078.4,1086.0,1113.4,1084.7,1103.2,1100.8,1100.57,4284833,471573732550000.0,146254.0,2524061.0,0.5891,5,2014,22,0,1,-14.799999999999955,-28.700000000000045,1079.607142857143,70.72531980544346,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.14762039560310147
2014-05-23,1100.8,1111.55,1132.0,1102.0,1129.0,1127.45,1117.42,3786896,423155882940000.0,118761.0,2329725.0,0.6152000000000001,5,2014,23,0,0,-15.900000000000091,-30.0,1091.314285714286,73.81889024918767,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.11620919648443706
2014-05-26,1127.45,1132.5,1140.0,1075.0,1098.95,1101.7,1118.82,3674151,411070398460000.0,106221.0,1911287.0,0.5202,5,2014,26,0,0,30.799999999999955,-65.0,1098.2142857142858,66.50593437043482,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.029772404629015425
2014-05-27,1101.7,1103.0,1108.0,1075.1,1086.05,1087.95,1084.42,2576905,279446002475000.0,116762.0,1407957.0,0.5464,5,2014,27,0,1,15.049999999999955,-32.90000000000009,1099.4571428571428,62.921390492708596,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.29863933191640735
2014-05-28,1087.95,1089.6,1106.6,1084.75,1089.5,1088.9,1092.19,2594834,283406101970000.0,88315.0,1348011.0,0.5195000000000001,5,2014,28,0,0,0.6999999999998181,-21.84999999999991,1095.0071428571428,63.069493662634834,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.006957571194902368
2014-05-29,1088.9,1092.5,1093.4,1068.35,1079.0,1073.55,1076.31,6322422,680491364545000.0,120199.0,4240350.0,0.6707,5,2014,29,0,0,18.950000000000045,-25.050000000000182,1094.107142857143,58.97078295193847,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,1.436541990740063
2014-05-30,1073.55,1085.0,1089.7,1060.0,1066.0,1064.7,1071.85,3953091,423711519935000.0,101247.0,2545310.0,0.6439,5,2014,30,0,1,20.299999999999955,-29.700000000000045,1092.15,56.68357967043101,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.37475053073015374
2014-06-02,1064.7,1074.75,1088.25,1065.3,1082.9,1082.2,1077.17,2012972,216831712255000.03,105541.0,1073993.0,0.5335,6,2014,2,1,1,-7.4500000000000455,-22.950000000000045,1089.4928571428572,59.988297361923486,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.49078531205074716
2014-06-03,1082.2,1083.3,1102.0,1077.35,1098.0,1095.4,1091.77,2485694,271381220030000.03,74117.0,1324706.0,0.5329,6,2014,3,1,0,-12.100000000000136,-24.65000000000009,1084.9142857142856,62.323238505803126,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.2348378417583552
2014-06-04,1095.4,1092.65,1101.8,1076.25,1078.25,1077.5,1088.33,2017568,219577455990000.0,68437.0,1146845.0,0.5684,6,2014,4,1,1,15.150000000000091,-25.549999999999955,1081.4571428571428,57.429012325760326,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.18832808865451656
2014-06-05,1077.5,1078.5,1094.9,1064.25,1092.1,1089.9,1080.15,4565820,493178338000000.0,118975.0,2690847.0,0.5893,6,2014,5,1,1,-11.400000000000091,-30.65000000000009,1081.7357142857143,59.785012400890864,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,1.26303153103142
2014-06-06,1089.9,1107.4,1133.0,1104.1,1126.0,1122.4,1118.93,6701908,749897568545000.0,155276.0,3368644.0,0.5025999999999999,6,2014,6,1,1,-15.0,-28.90000000000009,1086.5214285714285,65.21825719231798,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.46784323516914816
2014-06-09,1122.4,1130.0,1132.7,1112.1,1125.3,1122.65,1120.71,3085371,345779092315000.0,76498.0,1629335.0,0.5281,6,2014,9,1,0,7.349999999999909,-20.600000000000136,1093.5357142857144,65.2571418435098,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.5396279686322164
2014-06-10,1122.65,1130.45,1130.45,1100.45,1118.2,1118.3,1112.33,3602608,400730386335000.0,96462.0,2294352.0,0.6369,6,2014,10,1,0,12.150000000000091,-30.0,1101.1928571428573,63.91812866472524,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.16764175199676146
2014-06-11,1118.3,1120.0,1120.0,1092.5,1096.0,1102.1,1104.58,3466329,382884987415000.0,91489.0,2053908.0,0.5925,6,2014,11,1,0,17.90000000000009,-27.5,1104.0357142857142,59.05801848073859,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.03782787358491402
2014-06-12,1102.1,1098.55,1113.5,1084.1,1095.7,1094.15,1099.04,2689818,295621846770000.0,74922.0,1384396.0,0.5147,6,2014,12,1,0,4.399999999999864,-29.40000000000009,1103.857142857143,56.776482389007285,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.22401537765168855
2014-06-13,1094.15,1100.3,1107.0,1072.7,1080.0,1081.9,1087.67,3348036,364154945840000.0,146066.0,1989419.0,0.5942000000000001,6,2014,13,1,0,18.399999999999864,-34.299999999999955,1104.4857142857143,53.35601465137438,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.2447072627218645
2014-06-16,1081.9,1084.0,1084.0,1057.15,1064.95,1065.45,1066.34,3285055,350298750860000.0,112424.0,2054749.0,0.6255,6,2014,16,1,1,18.549999999999955,-26.84999999999991,1100.992857142857,49.080028232523915,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.018811326998873334
2014-06-17,1065.45,1058.1,1093.3,1058.1,1093.3,1090.05,1074.37,3617320,388632705765000.0,105608.0,2204999.0,0.6096,6,2014,17,1,0,-31.950000000000045,-35.200000000000045,1096.3714285714286,54.90074170815946,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.10114442528359491
2014-06-18,1090.05,1088.0,1101.65,1060.65,1062.1,1066.75,1082.7,4391701,475488798550000.0,131809.0,1794798.0,0.4087,6,2014,18,1,0,21.25,-41.0,1088.3857142857144,49.167837651238294,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.21407589043822495
2014-06-19,1066.75,1074.0,1074.95,1031.6,1040.25,1042.1,1048.5,5286280,554268473990000.0,152137.0,2862157.0,0.5414,6,2014,19,1,0,31.90000000000009,-43.350000000000136,1077.5,43.940213984932036,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.2036976105613748
2014-06-20,1042.1,1045.9,1049.4,1034.25,1038.35,1036.5,1040.52,2938456,305752927600000.0,109358.0,1652715.0,0.5624,6,2014,20,1,1,9.400000000000091,-15.150000000000091,1068.1285714285714,42.826205271984186,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.4441353844291259
2014-06-23,1036.5,1037.0,1044.9,1024.0,1041.65,1037.95,1034.06,3375785,349076156180000.0,100193.0,1772781.0,0.5251,6,2014,23,1,1,-0.9500000000000455,-20.90000000000009,1060.1000000000001,43.227560234203374,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.14882952135407157
2014-06-24,1037.95,1045.0,1062.8,1045.0,1061.1,1059.85,1055.58,2717888,286895448925000.0,83569.0,1368285.0,0.5034000000000001,6,2014,24,1,0,-14.849999999999909,-17.799999999999955,1056.95,49.045568996660165,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.19488711514506996
2014-06-25,1059.85,1057.65,1059.35,1048.15,1048.65,1051.0,1052.85,2414935,254255775675000.0,75121.0,1431372.0,0.5927,6,2014,25,1,0,6.650000000000091,-11.199999999999818,1054.8857142857144,46.95159630101558,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.1114663297383851
2014-06-26,1051.0,1025.0,1026.9,1006.7,1017.75,1011.9,1016.25,5595871,568679774955000.0,151538.0,2838082.0,0.5072,6,2014,26,1,1,13.100000000000023,-20.200000000000045,1043.7214285714285,39.02430853358397,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,1.317193216380565
2014-06-27,1011.9,1010.0,1023.5,1007.2,1012.45,1012.1,1013.62,2108794,213750578460000.0,84105.0,1059013.0,0.5022,6,2014,27,1,1,-2.1000000000000227,-16.299999999999955,1035.9142857142856,39.080967048059186,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.623151784592604
2014-06-30,1012.1,1012.55,1020.0,1000.0,1013.6,1015.4,1011.25,4721740,477487881420000.0,135840.0,2376297.0,0.5033,6,2014,30,1,0,-2.8500000000000227,-20.0,1032.1,40.07047191604778,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,1.239071241667038
2014-07-01,1015.4,1017.2,1020.55,1006.95,1007.9,1008.0,1011.51,2206576,223198302550000.0,71052.0,1167910.0,0.5293,7,2014,1,0,1,9.200000000000045,-13.599999999999909,1028.0285714285715,38.558018171696226,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.5326773604645745
2014-07-02,1008.0,1017.0,1027.35,1012.0,1017.7,1018.25,1019.31,2810085,286434616580000.0,92700.0,1528178.0,0.5438000000000001,7,2014,2,0,0,-1.25,-15.349999999999909,1025.2142857142858,41.833016019966564,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.27350474218880283
2014-07-03,1018.25,1020.0,1025.0,1003.5,1004.9,1006.5,1010.58,2645940,267394725065000.0,90143.0,1553936.0,0.5872999999999999,7,2014,3,0,1,13.5,-21.5,1017.5928571428573,39.25023966986386,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.058412823811379355
2014-07-04,1006.5,1005.0,1036.8,1003.3,1034.7,1031.95,1019.09,2961779,301833091140000.0,99739.0,1308212.0,0.4417,7,2014,4,0,0,-26.950000000000045,-33.5,1014.8714285714286,46.897674243537644,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.11936740818007974
2014-07-07,1031.95,1033.0,1037.0,1021.0,1025.5,1027.2,1026.93,3204529,329084289105000.0,76756.0,2046355.0,0.6386000000000001,7,2014,7,0,0,5.7999999999999545,-16.0,1017.0571428571428,45.740334040948674,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.08196087554135545
2014-07-08,1027.2,1026.0,1034.5,990.0,994.0,995.05,1010.86,3996724,404010959570000.0,100532.0,2061070.0,0.5157,7,2014,8,0,1,30.950000000000045,-44.5,1014.6214285714286,38.766952239081384,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.24721105660145382
2014-07-09,995.05,1002.0,1009.9,992.5,1000.0,1000.95,1001.21,3406611,341074846985000.0,131362.0,1804317.0,0.5297,7,2014,9,0,0,1.0499999999999545,-17.399999999999977,1012.5571428571428,40.55794425792097,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.14764917467405803
2014-07-10,1000.95,1000.25,1021.5,981.05,991.0,997.2,1000.52,4251670,425387109990000.0,110559.0,1623235.0,0.3818,7,2014,10,0,0,3.0499999999999545,-40.450000000000045,1011.0142857142857,39.76189707356437,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.24806442531888728
2014-07-11,997.2,995.2,1002.0,963.65,966.0,966.5,978.43,4065087,397741459815000.0,107511.0,2319663.0,0.5706,7,2014,11,0,0,28.700000000000045,-38.35000000000002,1003.6214285714286,33.89636060948495,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.04388463827154976
2014-07-14,966.5,968.6,974.9,958.5,963.6,961.75,967.72,3146395,304484366465000.0,92736.0,1931585.0,0.6139,7,2014,14,0,1,6.850000000000023,-16.399999999999977,997.2285714285715,33.083178550091326,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.2259956551975394
2014-07-15,961.75,963.4,980.0,963.05,973.4,972.2,971.55,3507637,340782968710000.0,113219.0,1948512.0,0.5555,7,2014,15,0,1,-8.800000000000068,-16.950000000000045,988.6928571428572,36.6820703312076,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.11481139526346817
2014-07-16,972.2,974.0,993.0,974.0,989.4,989.7,985.46,3190489,314411201720000.0,106097.0,1715427.0,0.5377000000000001,7,2014,16,0,0,-15.700000000000045,-19.0,983.3357142857143,42.28045604004668,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.090416425644957
2014-07-17,989.7,988.0,998.2,980.3,980.5,982.5,985.85,2154828,212433296365000.0,61278.0,1256013.0,0.5829,7,2014,17,0,0,5.5,-17.90000000000009,981.5428571428572,40.68653802484384,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.3246088608987525
2014-07-18,982.5,980.0,983.55,969.3,975.2,976.75,977.51,2133298,208531860405000.0,51879.0,966854.0,0.4532,7,2014,18,0,1,3.25,-14.25,978.0857142857143,39.40880644231823,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.00999151672430465
2014-07-21,976.75,1000.0,1008.0,995.05,996.0,997.65,1001.72,3883004,388968301635000.0,112035.0,1944645.0,0.5008,7,2014,21,0,1,2.3500000000000227,-12.950000000000045,978.1499999999999,46.041798568550874,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.8201882718682527
2014-07-22,997.65,1004.0,1033.9,1001.1,1030.0,1030.95,1024.62,6512321,667265893225000.0,155954.0,3702533.0,0.5685,7,2014,22,0,1,-26.950000000000045,-32.80000000000007,987.3571428571429,54.574430064793596,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.6771347647336958
2014-07-23,1030.95,1035.05,1039.8,1021.05,1031.0,1033.25,1030.23,3136481,323129985465000.0,101366.0,1655271.0,0.5277000000000001,7,2014,23,0,1,1.7999999999999545,-18.75,997.5714285714286,55.102529477735686,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.5183773957088418
2014-07-24,1033.25,1030.0,1043.2,1024.0,1039.25,1041.05,1033.42,2211291,228519895450000.0,70200.0,1107095.0,0.5007,7,2014,24,0,0,-11.049999999999955,-19.200000000000045,1007.4071428571427,56.93117599558653,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.2949770778142766
2014-07-25,1041.05,1041.9,1043.3,1007.05,1020.0,1021.85,1023.08,3093322,316470863870000.0,89940.0,1570369.0,0.5077,7,2014,25,0,0,20.050000000000068,-36.25,1012.0,51.38336403454063,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.39887604119041775
2014-07-28,1021.85,1021.0,1023.55,1001.6,1004.0,1005.6,1008.48,2142490,216065065530000.03,61462.0,1179194.0,0.5504,7,2014,28,0,1,15.399999999999977,-21.949999999999932,1015.3000000000001,47.19181032658146,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.307382160667399
2014-07-30,1005.6,1004.0,1011.0,993.0,1006.0,1006.15,1003.09,4255466,426861015680000.0,140062.0,2944448.0,0.6919,7,2014,30,0,1,-2.1499999999999773,-18.0,1019.5,47.34836224492328,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.9862244397873503
2014-07-31,1006.15,1007.95,1019.9,1002.0,1005.0,1006.45,1010.49,4051138,409361789615000.0,89055.0,2766837.0,0.6829999999999999,7,2014,31,0,0,1.5,-17.899999999999977,1020.7571428571429,47.43989080318596,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.04801542298775274
2014-08-01,1006.45,995.0,999.0,975.0,976.0,976.3,987.58,3617603,357268694265000.0,89176.0,2121463.0,0.5864,8,2014,1,0,1,18.700000000000045,-24.0,1012.95,39.92765391362033,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.1070156089474118
2014-08-04,976.3,981.0,989.7,976.05,984.4,985.0,983.3,3353808,329781242645000.0,73597.0,1911419.0,0.5699000000000001,8,2014,4,0,0,-4.0,-13.650000000000091,1006.0571428571428,42.74509542097303,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.07291983116997636
2014-08-05,985.0,985.1,987.85,971.0,983.55,983.85,979.33,2796475,273867671825000.0,78452.0,1441993.0,0.5156000000000001,8,2014,5,0,1,1.25,-16.850000000000023,997.8857142857144,42.461603960344775,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.16617916112073206
2014-08-06,983.85,984.9,998.6,979.5,990.05,988.15,989.54,3739249,370012975755000.0,70656.0,1888075.0,0.5049,8,2014,6,0,1,-3.25,-19.100000000000023,993.0714285714286,43.95825529270798,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.3371294218614507
2014-08-07,988.15,989.0,996.7,983.35,990.0,989.3,990.17,2478789,245443000690000.0,50217.0,1344606.0,0.5424,8,2014,7,0,0,-0.2999999999999545,-13.350000000000023,990.7428571428571,44.374977984261925,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.33708907858235704
2014-08-08,989.3,979.55,983.5,973.1,981.25,980.5,978.7,2084325,203992696270000.0,46703.0,1122945.0,0.5388000000000001,8,2014,8,0,0,-0.9500000000000455,-10.399999999999977,987.0785714285714,41.81277235385327,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.15913577154005443
2014-08-11,980.5,985.15,987.25,977.4,979.25,980.5,981.42,1530775,150234042175000.0,46412.0,725260.0,0.4738,8,2014,11,0,1,4.649999999999977,-9.850000000000023,983.3714285714286,41.812772353853255,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.2655775850695069
2014-08-12,980.5,986.0,986.95,976.35,983.75,984.4,982.06,2184401,214522103270000.0,37034.0,1293764.0,0.5922999999999999,8,2014,12,0,1,1.6000000000000227,-10.600000000000023,984.5285714285714,43.489851582913126,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.4269902500367462
2014-08-13,984.4,983.3,996.6,980.0,989.5,990.15,988.75,3226166,318987773575000.0,63261.0,1975250.0,0.6123,8,2014,13,0,1,-6.850000000000023,-16.600000000000023,985.2642857142856,45.962754347087014,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,0.4769110616594663
2014-08-14,990.15,995.0,1005.0,991.75,1001.2,1002.95,997.42,2757188,275007003475000.0,68681.0,1576236.0,0.5717,8,2014,14,0,1,-7.9500000000000455,-13.25,987.9928571428572,51.09343048102111,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,-0.14536697739669935
